the	1204816	0.06310506639274012
of	606545	0.03176921828327691
and	595372	0.031184006178850938
to	533653	0.02795132866403247
a	490433	0.025687579701955083
in	409406	0.021443600360209494
it	255012	0.01335685215912259
is	227908	0.011937216530521355
for	204432	0.010707605918912637
i	188426	0.009869254093669448
you	179282	0.009390315627467791
that	168659	0.008833911064206614
was	158470	0.008300238269791841
i	157306	0.008239271037217616
with	150610	0.007888552317873094
on	141239	0.0073977241937725115
but	111337	0.0058315367466638115
be	108187	0.005666548101810879
as	107588	0.005635174070615035
they	106782	0.0055929579284717135
are	106108	0.005557655596207943
at	100272	0.005251981395775652
that	98949	0.00518268616493742
by	98472	0.005157702170145404
he	98408	0.005154350019900773
this	96575	0.005058342341800638
not	96492	0.005053995021952132
we	95024	0.004977105075715908
or	92829	0.004862136797794578
from	88433	0.004631885977866485
have	75789	0.003969626795161569
an	73833	0.0038671767033100334
uh	71385	0.0037389569564528972
that	70885	0.0037127682826667173
were	69385	0.003634202261308178
do	68868	0.0036071231726132677
his	59406	0.0031115287098836004
about	58578	0.0030681602660936865
has	57275	0.0029999125822069016
if	57238	0.0029979746203467245
just	55819	0.002923651164141546
what	55752	0.002920141881854198
like	54490	0.0028540416692178798
my	53275	0.002790403191917463
yeah	52301	0.0027393876553819846
would	51778	0.0027119943026016405
all	50687	0.002654850616400196
there	50605	0.0026505556738992625
so	49919	0.0026146248134646236
had	48052	0.0025168363055470284
when	47301	0.0024775009175201862
can	46908	0.0024569166199242486
know	46581	0.002439789227268087
who	46273	0.0024236570042158005
which	44725	0.0023425768701737875
their	44191	0.0023146073665701473
said	42294	0.002215247538225381
have	41838	0.002191363467732385
she	41716	0.0021849734313285573
been	41507	0.002174026565685934
well	40404	0.002116254351313621
no	37856	0.0019827968696992486
than	37807	0.001980230379668203
some	37701	0.001974678380825533
will	37536	0.0019660361184760935
because	37154	0.0019460279717034522
other	37040	0.0019400569540802032
did	36141	0.0018929697186126518
me	34866	0.0018261886004578933
out	33928	0.0017770586484350199
them	33207	0.0017392945808353485
also	32854	0.0017208053771423056
people	32524	0.0017035208524434269
time	32253	0.0016893265912513173
think	31426	0.0016460105248089758
these	30673	0.001606570382086989
its	30511	0.0015980852517802667
now	30295	0.001586771744704637
could	29657	0.0015533549969534717
then	29628	0.001551836053873873
more	29003	0.0015191002116411484
really	28836	0.0015103531945965642
into	28369	0.0014858929732802723
um	28113	0.0014724843723017483
her	27985	0.0014657800718124862
how	27126	0.0014207879302478292
your	25950	0.0013591921695027343
only	25500	0.0013356223630951723
oh	25230	0.0013214804792506351
after	23925	0.0012531280406687059
get	23821	0.0012476807965211803
even	23677	0.0012401384584707605
our	23614	0.0012368386855737018
here	23340	0.0012224872923388753
where	23150	0.001212535596300127
see	22971	0.0012031600510846747
up	22869	0.001197817561632294
him	22750	0.001191584657271183
good	22733	0.001190694242362453
so	22523	0.0011796949993722575
does	22386	0.001172519302754844
know	22107	0.001157906022782156
over	21868	0.0011453878367123618
any	21806	0.0011421404411628756
more	21627	0.001132764895947423
years	20467	0.0010720071727634858
those	20285	0.0010624744955053166
s	20252	0.0010607460430354285
way	20183	0.0010571320060529358
too	20168	0.0010563463458393503
may	20051	0.0010502181961733843
do	19964	0.001045661366934589
new	19233	0.001007373525859194
very	19226	0.0010070068844261876
many	19217	0.0010065354882980364
going	19163	0.001003707111529129
right	19160	0.0010035499794864117
should	18859	0.0009877843978671316
first	18548	0.0009714950427721277
such	17930	0.0009391258419724094
year	17920	0.0009386020684966858
as	17107	0.0008960192849203573
still	16806	0.0008802537033010771
between	16571	0.0008679450266215725
new	16560	0.0008673688757982767
last	16448	0.0008615026128701724
something	16193	0.0008481463892392206
much	16112	0.0008439038240858595
both	16043	0.0008402897871033667
go	15946	0.0008352091843888478
each	15696	0.0008221148474957578
back	15684	0.0008214863193248895
lot	15558	0.0008148867735307722
same	14967	0.0007839317611155076
being	14828	0.0007766513098029496
through	14793	0.000774818102637917
up	14765	0.000773351536905891
thing	14630	0.0007662805949836224
make	14470	0.0007579002193720449
things	14438	0.0007562241442497294
s	14145	0.000740877581411028
before	14064	0.0007366350162576668
little	13756	0.00072050279320538
cells	13547	0.0007095559275627568
got	13485	0.0007063085320132706
kind	13457	0.0007048419662812445
most	13310	0.0006971424961881076
never	13181	0.0006903858183512732
since	12909	0.0006761391798115914
while	12764	0.0006685444644135992
used	12702	0.0006652970688641129
might	12687	0.0006645114086505275
day	12372	0.0006480125441652341
p	12325	0.0006455508088293333
different	12230	0.0006405749608099591
another	12221	0.0006401035646818079
using	12158	0.0006368037917847492
why	12039	0.0006305708874236384
around	11694	0.0006125007025111743
c	11606	0.0006078914959248067
work	11587	0.0006068963263209319
data	11540	0.0006044345909850309
most	11517	0.0006032299119908667
okay	11508	0.0006027585158627154
us	11475	0.0006010300633928276
says	11073	0.0005799743696687389
all	11058	0.0005791887094551536
during	10959	0.0005740033520454899
take	10949	0.0005734795785697663
ca	10849	0.0005682418438125304
down	10834	0.000567456183598945
number	10754	0.0005632659957931562
there	10718	0.0005613804112805513
part	10545	0.000552319130150533
york	10443	0.0005469766406981523
out	10337	0.0005414246418554822
mean	10332	0.0005411627551176204
under	10213	0.0005349298507565096
home	10155	0.0005318919645973128
however	10103	0.00052916834252355
u	10018	0.0005247162679798995
every	9988	0.0005231449475527287
percent	9988	0.0005231449475527287
probably	9925	0.00051984517465567
say	9826	0.0005146598172460064
always	9649	0.0005053890267256988
think	9577	0.0005016178577004889
own	9559	0.0005006750654441863
want	9533	0.000499313254407305
few	9500	0.0004975848019374171
against	9446	0.0004947564251685097
life	9405	0.0004926089539180429
actually	9366	0.000490566237362721
off	9160	0.00047977650376281484
clinton	9159	0.0004797241264152425
information	9117	0.0004775242778172034
though	9018	0.0004723389204075398
big	8975	0.00047008669446192827
money	8973	0.00046998193976678356
high	8897	0.0004660012613512842
least	8875	0.0004648489597046923
world	8866	0.0004643775635765411
genes	8846	0.0004633300166250939
family	8843	0.00046317288458237683
t	8699	0.000455630546531957
study	8642	0.0004526450377203325
yes	8612	0.00045107371729316174
sure	8611	0.0004510213399455894
government	8609	0.00045091658525044467
without	8580	0.0004493976421708462
